datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2)
2022-12-13 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.36,2.49,0.00
2022-12-13 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.40,2.69,0.00
2022-12-13 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.31,2.48,0.00
2022-12-14 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.00,2.32,0.00
2022-12-14 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.59,2.73,0.00
2022-12-14 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.20,3.16,0.00
2022-12-14 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.65,3.65,0.00
2022-12-14 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-5.98,3.74,0.00
2022-12-14 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-5.11,3.66,0.00
2022-12-14 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-3.60,3.76,0.00
2022-12-14 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.38,3.85,0.00
2022-12-14 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.41,3.87,0.51
2022-12-14 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.89,3.85,24.88
2022-12-14 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.93,3.91,57.48
2022-12-14 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.64,3.84,73.43
2022-12-14 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.54,3.93,79.12
2022-12-14 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.09,3.98,53.43
2022-12-14 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.86,3.65,17.61
2022-12-14 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.70,3.53,0.00
2022-12-14 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-3.27,3.34,0.00
2022-12-14 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-3.76,3.21,0.00
2022-12-14 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-3.90,2.92,0.00
2022-12-14 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.58,2.60,0.00
2022-12-14 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-5.06,2.40,0.00
2022-12-14 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-5.83,2.24,0.00
2022-12-14 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.73,1.23,0.00
2022-12-14 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.70,1.35,0.00
2022-12-15 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.52,1.44,0.00
2022-12-15 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.04,1.67,0.00
2022-12-15 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.39,1.65,0.00
2022-12-15 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.45,1.67,0.00
2022-12-15 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.88,1.67,0.00
2022-12-15 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-9.11,1.69,0.00
2022-12-15 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-9.55,1.65,0.00
2022-12-15 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-9.22,1.37,0.00
2022-12-15 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-9.21,0.91,0.46
2022-12-15 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.92,0.89,24.19
2022-12-15 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.01,1.18,62.36
2022-12-15 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.10,0.94,80.64
2022-12-15 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.19,1.10,81.34
2022-12-15 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.87,1.12,55.75
2022-12-15 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.06,1.88,17.42
2022-12-15 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.71,1.70,0.00
2022-12-15 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-9.82,2.01,0.00
2022-12-15 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-10.35,2.08,0.00
2022-12-15 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-10.13,2.02,0.00
2022-12-15 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-10.58,2.07,0.00
2022-12-15 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-10.98,2.13,0.00
2022-12-15 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-10.78,2.25,0.00
2022-12-15 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.36,2.46,0.00
2022-12-15 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.10,2.55,0.00
2022-12-16 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.86,2.61,0.00
2022-12-16 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.94,2.69,0.00
2022-12-16 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.22,2.55,0.00
2022-12-16 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.30,2.51,0.00
2022-12-16 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.69,2.49,0.00
2022-12-16 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.58,2.29,0.00
2022-12-16 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.64,1.93,0.00
2022-12-16 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-9.62,1.94,0.00
2022-12-16 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-9.72,1.93,0.39
2022-12-16 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.83,1.50,23.08
2022-12-16 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.56,1.09,58.36
2022-12-16 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.07,1.29,72.44
2022-12-16 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.28,1.37,74.25
2022-12-16 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.47,1.55,48.76
2022-12-16 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.09,1.56,14.13
2022-12-16 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.83,1.44,0.00
2022-12-16 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.24,1.25,0.00
2022-12-16 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.49,1.22,0.00
2022-12-16 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.92,1.33,0.00
2022-12-16 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.19,1.74,0.00
2022-12-16 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.20,2.05,0.00
2022-12-16 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.20,2.19,0.00
2022-12-16 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.61,2.50,0.00
2022-12-16 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.12,2.45,0.00
2022-12-17 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.52,2.51,0.00
2022-12-17 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.79,2.55,0.00
2022-12-17 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.35,2.80,0.00
2022-12-17 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.68,2.85,0.00
2022-12-17 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-9.05,2.93,0.00
2022-12-17 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-9.19,3.08,0.00
2022-12-17 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-9.23,3.38,0.00
2022-12-17 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-8.78,3.79,0.00
2022-12-17 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-7.88,4.08,0.25
2022-12-17 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.55,4.49,14.40
2022-12-17 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-5.45,4.76,28.95
2022-12-17 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.20,4.96,36.40
2022-12-17 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-3.34,5.00,29.90
2022-12-17 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.81,5.04,19.95
2022-12-17 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.70,4.94,8.58
2022-12-17 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.83,5.00,0.00
2022-12-17 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.86,4.95,0.00
2022-12-17 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.64,4.90,0.00
2022-12-17 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.31,4.89,0.00
2022-12-17 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.03,4.97,0.00
2022-12-17 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.48,4.92,0.00
2022-12-17 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.97,4.79,0.00
2022-12-17 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.03,4.79,0.00
2022-12-17 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.05,4.89,0.00
2022-12-18 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.93,5.05,0.00
2022-12-18 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.00,5.23,0.00
2022-12-18 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.79,5.37,0.00
2022-12-18 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.64,5.48,0.00
2022-12-18 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.65,5.51,0.00
2022-12-18 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.25,5.54,0.00
2022-12-18 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.14,5.55,0.00
2022-12-18 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.38,5.58,0.00
2022-12-18 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.68,5.75,0.20
2022-12-18 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.13,6.02,14.34
2022-12-18 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.65,6.31,27.15
2022-12-18 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.02,6.50,47.86
2022-12-18 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.43,6.71,61.04
2022-12-18 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.51,6.45,38.61
2022-12-18 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.79,6.44,13.63
2022-12-18 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.97,6.41,0.00
2022-12-18 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.03,6.14,0.00
2022-12-18 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.01,5.68,0.00
2022-12-18 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.89,5.26,0.00
2022-12-18 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.71,4.57,0.00
2022-12-18 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.84,4.27,0.00
2022-12-18 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.58,4.11,0.00
2022-12-18 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.21,3.76,0.00
2022-12-18 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.54,3.80,0.00
2022-12-19 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.84,3.68,0.00
2022-12-19 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.05,3.41,0.00
2022-12-19 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.31,3.41,0.00
2022-12-19 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.27,3.49,0.00
2022-12-19 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.55,3.32,0.00
2022-12-19 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.76,3.36,0.00
2022-12-19 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.69,3.59,0.00
2022-12-19 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.65,3.72,0.00
2022-12-19 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.60,3.60,0.22
2022-12-19 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.39,3.60,20.52
2022-12-19 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.45,3.29,58.57
2022-12-19 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.08,3.01,76.06
2022-12-19 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.64,2.80,58.88
2022-12-19 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.48,2.76,30.88
2022-12-19 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.48,2.61,5.81
2022-12-19 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.39,2.75,0.00
2022-12-19 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.20,3.16,0.00
2022-12-19 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.02,3.28,0.00
2022-12-19 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.17,3.03,0.00
2022-12-19 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.16,2.84,0.00
2022-12-19 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.15,2.80,0.00
2022-12-19 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.15,2.52,0.00
2022-12-19 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.59,2.34,0.00
2022-12-19 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.57,2.30,0.00
2022-12-20 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.61,2.23,0.00
2022-12-20 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.56,2.35,0.00
2022-12-20 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.72,2.51,0.00
2022-12-20 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.07,2.62,0.00
2022-12-20 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.55,2.83,0.00
2022-12-20 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.14,3.06,0.00
2022-12-20 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.82,3.31,0.00
2022-12-20 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.30,3.54,0.00
2022-12-20 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.75,3.84,0.04
2022-12-20 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.04,4.18,3.87
2022-12-20 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.36,4.21,14.50
2022-12-20 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.81,3.98,34.84
2022-12-20 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.82,3.71,40.00
2022-12-20 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.73,3.72,16.17
2022-12-20 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.81,3.69,2.74
2022-12-20 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.85,3.82,0.00
2022-12-20 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.00,3.91,0.00
2022-12-20 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.19,4.08,0.00
2022-12-20 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.32,4.04,0.00
2022-12-20 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.41,4.15,0.00
2022-12-20 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.52,4.30,0.00
2022-12-20 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.70,4.45,0.00
2022-12-20 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.07,4.75,0.00
2022-12-20 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.23,5.02,0.00
2022-12-21 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.30,5.01,0.00
2022-12-21 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.80,5.06,0.00
2022-12-21 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.96,5.17,0.00
2022-12-21 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.95,4.86,0.00
2022-12-21 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.59,4.83,0.00
2022-12-21 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.10,4.76,0.00
2022-12-21 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.48,4.63,0.00
2022-12-21 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.56,4.58,0.00
2022-12-21 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.76,4.68,0.06
2022-12-21 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.84,4.86,8.73
2022-12-21 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.07,5.05,25.74
2022-12-21 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.25,5.07,33.21
2022-12-21 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.22,4.90,39.95
2022-12-21 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.94,4.81,27.28
2022-12-21 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.52,4.55,9.97
2022-12-21 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.23,4.30,0.00
2022-12-21 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.21,4.17,0.00
2022-12-21 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.01,4.12,0.00
2022-12-21 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.95,3.93,0.00
2022-12-21 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.63,3.79,0.00
2022-12-21 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.31,4.16,0.00
2022-12-21 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.09,4.22,0.00
2022-12-21 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.24,3.90,0.00
2022-12-21 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.38,3.98,0.00
2022-12-22 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.31,4.08,0.00
2022-12-22 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.94,3.94,0.00
2022-12-22 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.90,3.78,0.00
2022-12-22 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.14,3.89,0.00
2022-12-22 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.38,3.95,0.00
2022-12-22 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.59,4.09,0.00
2022-12-22 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.79,4.26,0.00
2022-12-22 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.87,4.25,0.00
2022-12-22 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.89,4.35,0.07
2022-12-22 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.08,4.38,9.15
2022-12-22 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.13,4.24,24.89
2022-12-22 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.21,4.21,31.10
2022-12-22 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.32,4.09,33.56
2022-12-22 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.22,3.75,16.96
2022-12-22 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.00,3.53,6.17
2022-12-22 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.81,3.58,0.00
2022-12-22 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.62,3.63,0.00
2022-12-22 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.52,3.70,0.00
2022-12-22 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.53,3.78,0.00
2022-12-22 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.17,3.74,0.00
2022-12-22 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.04,3.65,0.00
2022-12-22 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.19,3.76,0.00
2022-12-22 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.66,4.17,0.00
2022-12-22 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.99,3.90,0.00
2022-12-23 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.35,3.83,0.00
2022-12-23 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.24,3.90,0.00
2022-12-23 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.95,4.02,0.00
2022-12-23 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.50,3.97,0.00
2022-12-23 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.56,3.70,0.00
2022-12-23 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.49,3.51,0.00
2022-12-23 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.56,3.54,0.00
2022-12-23 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.09,3.45,0.00
2022-12-23 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.61,3.25,0.06
2022-12-23 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.98,3.04,14.89
2022-12-23 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.33,3.00,56.72
2022-12-23 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.33,2.70,88.82
2022-12-23 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.43,2.46,89.76
2022-12-23 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.73,2.35,62.72
2022-12-23 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.49,2.16,18.84
2022-12-23 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-3.32,2.09,0.00
2022-12-23 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-3.79,2.00,0.00
2022-12-23 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.20,1.76,0.00
2022-12-23 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.58,1.77,0.00
2022-12-23 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-5.07,2.04,0.00
2022-12-23 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-5.43,2.22,0.00
2022-12-23 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-5.61,2.02,0.00
2022-12-23 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-5.65,1.97,0.00
2022-12-23 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-5.76,2.05,0.00
2022-12-24 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-5.91,2.17,0.00
2022-12-24 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.25,2.46,0.00
2022-12-24 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.39,2.54,0.00
2022-12-24 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.44,2.29,0.00
2022-12-24 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.53,2.05,0.00
2022-12-24 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.59,1.77,0.00
2022-12-24 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.55,1.73,0.00
2022-12-24 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.46,1.69,0.00
2022-12-24 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-6.51,1.49,0.09
2022-12-24 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-5.80,1.65,20.90
2022-12-24 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.80,1.75,52.14
2022-12-24 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.35,1.85,73.24
2022-12-24 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.21,1.93,68.55
2022-12-24 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.27,1.70,44.78
2022-12-24 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.34,1.62,11.42
2022-12-24 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.72,1.41,0.00
2022-12-24 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.71,1.36,0.00
2022-12-24 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.79,1.18,0.00
2022-12-24 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.74,0.88,0.00
2022-12-24 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.67,0.67,0.00
2022-12-24 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.79,0.67,0.00
2022-12-24 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.88,0.63,0.00
2022-12-24 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-4.39,1.03,0.00
